national_occ_title,occ_code,occupation_type,employment_2025,employment_2035,growth_pct,annual_openings,national_median_wage,education,occupation_group,salary_score,growth_score,openings_score
        Shampooers,39-5093,line item,15400.0,16200.0,5.6,2200.0,32600.0,No formal educational credential,Personal Care and Service,0.3237777861930549,53.05039787798408,0.26589315929417456
        Skincare specialists,39-5094,line item,104200.0,113300.0,8.8,14200.0,45330.0,Postsecondary nondegree award,Personal Care and Service,2.7341235278524634,57.294429708222815,1.7162194827169446
      Baggage porters and bellhops,39-6011,line item,29200.0,28400.0,-3.0,3800.0,37080.0,High school diploma or equivalent,Personal Care and Service,1.1720377172719354,41.6445623342175,0.4592700024172105
      Concierges,39-6012,line item,50200.0,51500.0,2.6,6900.0,38950.0,High school diploma or equivalent,Personal Care and Service,1.5261105010035219,49.07161803713527,0.8339376359680928
      Tour and travel guides,39-7010,line item,62200.0,66100.0,6.3,11900.0,38120.0,High school diploma or equivalent,Personal Care and Service,1.36895520127239,53.9787798408488,1.4382402707275803
      Childcare workers,39-9011,line item,1010300.0,990400.0,-2.0,150300.0,34980.0,High school diploma or equivalent,Personal Care and Service,0.7744158745787102,42.9708222811671,18.165337200870198
        Exercise trainers and group fitness instructors,39-9031,line item,388400.0,416900.0,7.3,68000.0,47160.0,High school diploma or equivalent,Personal Care and Service,3.0806225621994168,55.30503978779839,8.21851583272903
        Recreation workers,39-9032,line item,346900.0,361900.0,4.3,67000.0,36560.0,High school diploma or equivalent,Personal Care and Service,1.0735789752717082,51.32625994694959,8.097655305777133
      Residential advisors,39-9041,line item,94100.0,97400.0,3.5,16500.0,42240.0,High school diploma or equivalent,Personal Care and Service,2.1490513878895747,50.26525198938992,1.9941986947063088
"      Personal care and service workers, all other",39-9099,line item,94600.0,100200.0,5.9,14400.0,41600.0,High school diploma or equivalent,Personal Care and Service,2.0278713977354488,53.44827586206896,1.7403915881073242
      First-line supervisors of retail sales workers,41-1011,line item,1419800.0,1367400.0,-3.7,113500.0,48520.0,High school diploma or equivalent,Sales,3.3381300412769344,40.716180371352785,13.717669809040366
      First-line supervisors of non-retail sales workers,41-1012,line item,311900.0,313600.0,0.5,21700.0,87520.0,High school diploma or equivalent,Sales,10.722535691293974,46.28647214854111,2.622673434856176
        Cashiers,41-2011,line item,3106300.0,2905700.0,-6.5,521299.99999999994,32880.0,No formal educational credential,Sales,0.37679403188548494,37.0026525198939,63.00459270002416
        Gambling change persons and booth cashiers,41-2012,line item,22000.0,21600.0,-1.9,3900.0,36220.0,No formal educational credential,Sales,1.009202105502329,43.103448275862064,0.47135605511240025
        Counter and rental clerks,41-2021,line item,409400.0,421900.0,3.0,46100.0,41300.0,No formal educational credential,Sales,1.9710682773507027,49.602122015915114,5.571670292482475
        Parts salespersons,41-2022,line item,273300.0,281600.0,3.0,30000.0,38630.0,No formal educational credential,Sales,1.4655205059264589,49.602122015915114,3.625815808556925
      Retail salespersons,41-2031,line item,3998100.0,3984100.0,-0.3,520600.0,35410.0,No formal educational credential,Sales,0.8558336804635134,45.22546419098143,62.91999033115785
      Advertising sales agents,41-3011,line item,99300.0,92200.0,-7.2,7800.0,64820.0,High school diploma or equivalent,Sales,6.424432915514826,36.07427055702917,0.9427121102248005
      Insurance sales agents,41-3021,line item,572600.0,591400.0,3.3,43100.0,62280.0,High school diploma or equivalent,Sales,5.943499829590639,49.999999999999986,5.209088711626783
"      Securities, commodities, and financial services sales agents",41-3031,line item,531000.0,538500.0,1.4,35100.0,78660.0,Bachelor's degree,Sales,9.044950202597796,47.48010610079575,4.2422044960116025
      Travel agents,41-3041,line item,61500.0,61700.0,0.2,5900.0,50160.0,High school diploma or equivalent,Sales,3.648653766046882,45.88859416445623,0.7130771090161953
"      Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,line item,1272700.0,1306700.0,2.7,115700.0,69990.0,High school diploma or equivalent,Sales,7.4033400234786235,49.204244031830235,13.983562968334542
"      Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,line item,292000.0,295500.0,1.2,23600.0,104920.0,Bachelor's degree,Sales,14.01711667360927,47.214854111405835,2.852308436064781
"      Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,line item,1279400.0,1268200.0,-0.9,99800.0,72080.0,High school diploma or equivalent,Sales,7.79906842882569,44.42970822281167,12.061880589799372
        Demonstrators and product promoters,41-9011,line item,70400.0,70500.0,0.2,11400.0,39320.0,No formal educational credential,Sales,1.596167682811376,45.88859416445623,1.3778100072516315
        Models,41-9012,line item,4200.0,4100.0,-2.1,700.0,48470.0,No formal educational credential,Sales,3.328662854546143,42.83819628647214,0.08460236886632826
        Real estate brokers,41-9021,line item,103500.0,104300.0,0.8,7800.0,73220.0,High school diploma or equivalent,Sales,8.014920286287728,46.68435013262599,0.9427121102248005
        Real estate sales agents,41-9022,line item,427000.0,434500.0,1.7,32600.0,52830.0,High school diploma or equivalent,Sales,4.154201537471125,47.87798408488064,3.940053178631859
      Sales engineers,41-9031,line item,51600.0,53000.0,2.8,3800.0,124900.0,Bachelor's degree,Sales,17.800204491233384,49.33687002652519,0.4592700024172105
      Telemarketers,41-9041,line item,60900.0,47800.0,-21.4,5800.0,35450.0,No formal educational credential,Sales,0.8634074298481463,17.241379310344826,0.7009910563210056
"        Door-to-door sales workers, news and street vendors, and related workers",41-9091,line item,50900.0,45600.0,-10.4,4800.0,41380.0,No formal educational credential,Sales,1.9862157761199681,31.830238726790448,0.580130529369108
"        Sales and related workers, all other",41-9099,line item,115300.0,116600.0,1.1,13100.0,48280.0,High school diploma or equivalent,Sales,3.292687544969137,47.08222811671087,1.5832729030698571
      First-line supervisors of office and administrative support workers,43-1011,line item,1506100.0,1507000.0,0.1,127400.0,69500.0,High school diploma or equivalent,Office and Administrative Support,7.31056159351687,45.75596816976127,15.397631133671744
"      Switchboard operators, including answering service",43-2011,line item,35400.0,26200.0,-26.0,3100.0,38630.0,High school diploma or equivalent,Office and Administrative Support,1.4655205059264589,11.140583554376656,0.3746676335508823
      Telephone operators,43-2021,line item,3500.0,2500.0,-27.6,200.0,41740.0,High school diploma or equivalent,Office and Administrative Support,2.054379520581664,9.01856763925729,0.024172105390379502
"      Communications equipment operators, all other",43-2099,line item,1200.0,1300.0,1.0,100.0,54680.0,High school diploma or equivalent,Office and Administrative Support,4.504487446510395,46.94960212201591,0.012086052695189751
      Bill and account collectors,43-3011,line item,160200.0,143400.0,-10.4,11200.0,47030.0,High school diploma or equivalent,Office and Administrative Support,3.0560078766993604,31.830238726790448,1.353637901861252
      Billing and posting clerks,43-3021,line item,418000.0,417700.0,-0.1,37000.0,48500.0,High school diploma or equivalent,Office and Administrative Support,3.3343431665846177,45.490716180371344,4.471839497220207
"      Bookkeeping, accounting, and auditing clerks",43-3031,line item,1532400.0,1446800.0,-5.6,144100.0,50670.0,"Some college, no degree",Office and Administrative Support,3.7452190707009505,38.196286472148536,17.41600193376843
      Gambling cage workers,43-3041,line item,15000.0,14600.0,-3.1,1200.0,37580.0,High school diploma or equivalent,Office and Administrative Support,1.2667095845798462,41.511936339522535,0.145032632342277
      Payroll and timekeeping clerks,43-3051,line item,159600.0,134300.0,-15.9,11400.0,58260.0,High school diploma or equivalent,Office and Administrative Support,5.182338016435036,24.535809018567637,1.3778100072516315
      Procurement clerks,43-3061,line item,56900.0,52300.0,-8.1,3700.0,50580.0,High school diploma or equivalent,Office and Administrative Support,3.728178134585527,34.88063660477453,0.4471839497220208
      Tellers,43-3071,line item,339200.0,294500.0,-13.2,26800.0,43030.0,High school diploma or equivalent,Office and Administrative Support,2.2986329382360737,28.116710875331563,3.239062122310853
"      Financial clerks, all other",43-3099,line item,38500.0,38500.0,0.0,3400.0,53830.0,High school diploma or equivalent,Office and Administrative Support,4.3435452720869465,45.623342175066306,0.41092579163645154
      Brokerage clerks,43-4011,line item,36900.0,34100.0,-7.6,3400.0,65750.0,High school diploma or equivalent,Office and Administrative Support,6.60052258870754,35.54376657824933,0.41092579163645154
      Correspondence clerks,43-4021,line item,4800.0,4500.0,-5.6,500.0,46800.0,High school diploma or equivalent,Office and Administrative Support,3.012458817737721,38.196286472148536,0.06043026347594875
"      Court, municipal, and license clerks",43-4031,line item,187000.0,193300.0,3.4,17100.0,48700.0,High school diploma or equivalent,Office and Administrative Support,3.372211913507782,50.132625994694955,2.0667150108774472
"      Credit authorizers, checkers, and clerks",43-4041,line item,12200.0,11300.0,-7.4,900.0,50080.0,High school diploma or equivalent,Office and Administrative Support,3.6335062672776157,35.80901856763926,0.10877447425670776
      Customer service representatives,43-4051,line item,2666000.0,2524100.0,-5.3,289500.0,44770.0,High school diploma or equivalent,Office and Administrative Support,2.6280910364676036,38.594164456233415,34.98912255257433
"      Eligibility interviewers, government programs",43-4061,line item,162800.0,165300.0,1.6,12700.0,54210.0,High school diploma or equivalent,Office and Administrative Support,4.415495891240958,47.745358090185675,1.5349286922890983
      File clerks,43-4071,line item,76200.0,64200.0,-15.8,5600.0,43600.0,High school diploma or equivalent,Office and Administrative Support,2.4065588669670923,24.668435013262595,0.676818950930626
"      Hotel, motel, and resort desk clerks",43-4081,line item,264600.0,269500.0,1.8,35500.0,35070.0,High school diploma or equivalent,Office and Administrative Support,0.7914568106941342,48.010610079575585,4.290548706792362
"      Interviewers, except eligibility and loan",43-4111,line item,153600.0,137600.0,-10.4,13200.0,45920.0,High school diploma or equivalent,Office and Administrative Support,2.845836331275798,31.830238726790448,1.5953589557650472
"      Library assistants, clerical",43-4121,line item,89500.0,83800.0,-6.4,12300.0,36910.0,High school diploma or equivalent,Office and Administrative Support,1.1398492823872457,37.135278514588855,1.4865844815083396
      Loan interviewers and clerks,43-4131,line item,169100.0,165000.0,-2.4,10500.0,50020.0,High school diploma or equivalent,Office and Administrative Support,3.6221456432006667,42.44031830238726,1.2690355329949239
      New accounts clerks,43-4141,line item,37900.0,35500.0,-6.5,2300.0,47670.0,High school diploma or equivalent,Office and Administrative Support,3.1771878668534854,37.0026525198939,0.27797921198936426
      Order clerks,43-4151,line item,78900.0,65099.99999999999,-17.5,6300.0,46170.0,"Some college, no degree",Office and Administrative Support,2.8931722649297535,22.413793103448274,0.7614213197969544
"      Human resources assistants, except payroll and timekeeping",43-4161,line item,96500.0,90500.0,-6.2,7900.0,50610.0,Associate's degree,Office and Administrative Support,3.7338584466240015,37.40053050397877,0.9547981629199903
      Receptionists and information clerks,43-4171,line item,947500.0,931600.0,-1.7,105100.0,38010.0,High school diploma or equivalent,Office and Administrative Support,1.3481273904646496,43.36870026525198,12.702441382644428
      Reservation and transportation ticket agents and travel clerks,43-4181,line item,120100.0,123100.0,2.5,11800.0,44390.0,High school diploma or equivalent,Office and Administrative Support,2.5561404173135913,48.93899204244031,1.4261542180323905
"      Information and record clerks, all other",43-4199,line item,143100.0,144300.0,0.8,15000.0,49500.0,High school diploma or equivalent,Office and Administrative Support,3.5236869012004393,46.68435013262599,1.8129079042784626
      Cargo and freight agents,43-5011,line item,100300.0,106400.0,6.2,9000.0,52260.0,High school diploma or equivalent,Office and Administrative Support,4.046275608740107,53.84615384615385,1.0877447425670776
      Couriers and messengers,43-5021,line item,228900.0,247100.0,8.0,23800.0,39200.0,High school diploma or equivalent,Office and Administrative Support,1.5734464346574772,56.233421750663126,2.8764805414551606
        Public safety telecommunicators,43-5031,line item,105600.0,109500.0,3.7,9000.0,53040.0,High school diploma or equivalent,Office and Administrative Support,4.193963721740448,50.53050397877984,1.0877447425670776
"        Dispatchers, except police, fire, and ambulance",43-5032,line item,203500.0,202100.0,-0.7,16000.0,50340.0,High school diploma or equivalent,Office and Administrative Support,3.6827356382777294,44.694960212201586,1.93376843123036
"      Meter readers, utilities",43-5041,line item,19700.0,17600.0,-10.5,1400.0,48150.0,High school diploma or equivalent,Office and Administrative Support,3.2680728594690804,31.697612732095486,0.1692047377326565
        Postal service clerks,43-5051,line item,70900.0,70700.0,-0.3,5300.0,62130.0,No formal educational credential,Office and Administrative Support,5.915098269398265,45.22546419098143,0.6405607928450568
        Postal service mail carriers,43-5052,line item,316400.0,315500.0,-0.3,19600.0,60550.0,No formal educational credential,Office and Administrative Support,5.615935168705268,45.22546419098143,2.3688663282571913
"        Postal service mail sorters, processors, and processing machine operators",43-5053,line item,101200.0,95900.0,-5.3,7300.0,58470.0,No formal educational credential,Office and Administrative Support,5.222100200704358,38.594164456233415,0.8822818467488518
"      Production, planning, and expediting clerks",43-5061,line item,392100.0,387100.0,-1.3,32600.0,59650.0,High school diploma or equivalent,Office and Administrative Support,5.445525807551028,43.89920424403183,3.940053178631859
"      Shipping, receiving, and inventory clerks",43-5071,line item,827700.0,765000.0,-7.6,61300.0,45260.0,High school diploma or equivalent,Office and Administrative Support,2.720869466429356,35.54376657824933,7.408750302151318
"      Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,line item,53600.0,51000.0,-4.8,4700.0,46380.0,High school diploma or equivalent,Office and Administrative Support,2.932934449199076,39.25729442970822,0.5680444766739183
      Executive secretaries and executive administrative assistants,43-6011,line item,489300.0,489200.0,0.0,43300.0,76590.0,High school diploma or equivalent,Office and Administrative Support,8.653008671943045,45.623342175066306,5.233260817017162
      Legal secretaries and administrative assistants,43-6012,line item,157600.0,149300.0,-5.2,18100.0,55570.0,High school diploma or equivalent,Office and Administrative Support,4.673003370318477,38.72679045092838,2.187575537829345
      Medical secretaries and administrative assistants,43-6013,line item,979000.0,1026099.9999999999,4.8,89200.0,45930.0,High school diploma or equivalent,Office and Administrative Support,2.847729768621956,51.98938992042439,10.780759004109258
"      Secretaries and administrative assistants, except legal, medical, and executive",43-6014,line item,1889800.0,1775700.0,-6.0,163900.0,47540.0,High school diploma or equivalent,Office and Administrative Support,3.152573181353429,37.665782493368695,19.809040367416003
        Data entry keyers,43-9021,line item,131800.0,98200.0,-25.5,7700.0,41340.0,High school diploma or equivalent,Office and Administrative Support,1.9786420267353353,11.803713527851457,0.9306260575296108
        Word processors and typists,43-9022,line item,40400.0,26500.0,-34.4,1900.0,49280.0,High school diploma or equivalent,Office and Administrative Support,3.482031279584959,0.0,0.22963500120860525
      Desktop publishers,43-9031,line item,4600.0,4000.0,-14.5,300.0,55290.0,Associate's degree,Office and Administrative Support,4.619987124626046,26.392572944297076,0.03625815808556925
      Insurance claims and policy processing clerks,43-9041,line item,239100.0,234700.0,-1.9,17500.0,49230.0,High school diploma or equivalent,Office and Administrative Support,3.4725640928541677,43.103448275862064,2.1150592216582065
"      Mail clerks and mail machine operators, except postal service",43-9051,line item,57800.0,53600.0,-7.2,4700.0,39280.0,High school diploma or equivalent,Office and Administrative Support,1.5885939334267427,36.07427055702917,0.5680444766739183
"      Office clerks, general",43-9061,line item,2600000.0,2443700.0,-6.0,249000.0,45010.0,High school diploma or equivalent,Office and Administrative Support,2.6735335327754,37.665782493368695,30.094271211022477
"      Office machine operators, except computer",43-9071,line item,25800.0,21900.0,-14.9,2100.0,40960.0,High school diploma or equivalent,Office and Administrative Support,1.906691407581323,25.86206896551724,0.25380710659898476
      Proofreaders and copy markers,43-9081,line item,8500.0,8500.0,-0.9,1100.0,51120.0,Bachelor's degree,Office and Administrative Support,3.8304237512780706,44.42970822281167,0.13294657964708728
      Statistical assistants,43-9111,line item,5100.0,5000.0,-1.8,500.0,50330.0,Bachelor's degree,Office and Administrative Support,3.6808422009315707,43.236074270557026,0.06043026347594875
"      Office and administrative support workers, all other",43-9199,line item,231100.0,214100.0,-7.3,19100.0,45670.0,High school diploma or equivalent,Office and Administrative Support,2.7985003976218428,35.94164456233421,2.3084360647812425
"      First-line supervisors of farming, fishing, and forestry workers",45-1011,line item,57600.0,59800.0,3.8,7200.0,59320.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",5.383042375127807,50.663129973474796,0.8701957940536621
      Agricultural inspectors,45-2011,line item,17800.0,18200.0,2.3,2500.0,49940.0,Bachelor's degree,"Farming, Fishing, and Forestry",3.606998144431401,48.67374005305039,0.30215131737974377
      Animal breeders,45-2021,line item,6900.0,7100.0,3.0,1000.0,51130.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",3.8323171886242284,49.602122015915114,0.1208605269518975
"      Graders and sorters, agricultural products",45-2041,line item,45400.0,43800.0,-3.4,5800.0,35730.0,No formal educational credential,"Farming, Fishing, and Forestry",0.9164236755405764,41.11405835543766,0.7009910563210056
        Agricultural equipment operators,45-2091,line item,66900.0,72600.0,8.6,10100.0,41730.0,No formal educational credential,"Farming, Fishing, and Forestry",2.052486083235506,57.02917771883289,1.2206913222141649
"        Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,line item,546800.0,533600.0,-2.4,72500.0,35660.0,No formal educational credential,"Farming, Fishing, and Forestry",0.9031696141174689,42.44031830238726,8.76238820401257
"        Farmworkers, farm, ranch, and aquacultural animals",45-2093,line item,202100.0,195700.0,-3.2,26600.0,36670.0,No formal educational credential,"Farming, Fishing, and Forestry",1.0944067860794486,41.37931034482758,3.2148900169204735
"        Agricultural workers, all other",45-2099,line item,9300.0,9700.0,3.8,1300.0,39850.0,No formal educational credential,"Farming, Fishing, and Forestry",1.6965198621577613,50.663129973474796,0.15711868503746676
      Fishing and hunting workers,45-3031,line item,28200.0,27000.0,-4.2,3300.0,,No formal educational credential,"Farming, Fishing, and Forestry",,40.05305039787798,0.3988397389412618
      Forest and conservation workers,45-4011,line item,14700.0,14500.0,-1.5,2200.0,43680.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",2.4217063657363576,43.633952254641905,0.26589315929417456
        Fallers,45-4021,line item,4300.0,3900.0,-9.9,500.0,52100.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",4.0159806112015755,32.49336870026525,0.06043026347594875
        Logging equipment operators,45-4022,line item,29300.0,28200.0,-3.8,3700.0,49740.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",3.5691293975082368,40.58355437665782,0.4471839497220208
        Log graders and scalers,45-4023,line item,4400.0,4300.0,-2.2,600.0,46330.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",2.923467262468285,42.70557029177718,0.0725163161711385
"        Logging workers, all other",45-4029,line item,2400.0,2200.0,-7.6,300.0,50840.0,High school diploma or equivalent,"Farming, Fishing, and Forestry",3.77740750558564,35.54376657824933,0.03625815808556925
      First-line supervisors of construction trades and extraction workers,47-1011,line item,913300.0,959400.0,5.0,67000.0,79920.0,High school diploma or equivalent,Construction and Extraction,9.28352330821373,52.25464190981432,8.097655305777133
      Boilermakers,47-2011,line item,10200.0,10100.0,-1.8,700.0,76410.0,High school diploma or equivalent,Construction and Extraction,8.618926799712199,43.236074270557026,0.08460236886632826
        Brickmasons and blockmasons,47-2021,line item,62400.0,63100.0,1.1,4100.0,62120.0,High school diploma or equivalent,Construction and Extraction,5.913204832052108,47.08222811671087,0.49552816050277976
        Stonemasons,47-2022,line item,9300.0,8800.0,-5.4,500.0,57390.0,High school diploma or equivalent,Construction and Extraction,5.017608967319272,38.46153846153846,0.06043026347594875
      Carpenters,47-2031,line item,889700.0,924700.0,3.9,62800.0,60580.0,High school diploma or equivalent,Construction and Extraction,5.621615480743742,50.79575596816975,7.590041092579164
        Carpet installers,47-2041,line item,17400.0,14500.0,-16.4,700.0,50340.0,No formal educational credential,Construction and Extraction,3.6827356382777294,23.872679045092838,0.08460236886632826
"        Floor layers, except carpet, wood, and hard tiles",47-2042,line item,29800.0,32400.0,9.0,2200.0,56460.0,No formal educational credential,Construction and Extraction,4.841519294126558,57.55968169761273,0.26589315929417456
        Floor sanders and finishers,47-2043,line item,4700.0,4700.0,1.4,300.0,50440.0,No formal educational credential,Construction and Extraction,3.7016700117393118,47.48010610079575,0.03625815808556925
        Tile and stone setters,47-2044,line item,45200.0,49600.0,9.8,3300.0,55690.0,No formal educational credential,Construction and Extraction,4.695724618472374,58.620689655172406,0.3988397389412618
        Cement masons and concrete finishers,47-2051,line item,204800.0,208100.0,1.6,13600.0,57020.0,No formal educational credential,Construction and Extraction,4.9475517855114175,47.745358090185675,1.6437031665458062
        Terrazzo workers and finishers,47-2053,line item,1200.0,1000.0,-13.0,100.0,76170.0,High school diploma or equivalent,Construction and Extraction,8.5734843034044,28.381962864721483,0.012086052695189751
      Construction laborers,47-2061,line item,1489300.0,1598600.0,7.3,120000.0,47120.0,No formal educational credential,Construction and Extraction,3.073048812814784,55.30503978779839,14.5032632342277
"        Paving, surfacing, and tamping equipment operators",47-2071,line item,42300.0,41900.0,-0.9,3100.0,53340.0,High school diploma or equivalent,Construction and Extraction,4.250766842125194,44.42970822281167,0.3746676335508823
        Pile driver operators,47-2072,line item,2300.0,2200.0,-5.7,200.0,73300.0,High school diploma or equivalent,Construction and Extraction,8.030067785056993,38.063660477453574,0.024172105390379502
        Operating engineers and other construction equipment operators,47-2073,line item,489500.0,511800.0,4.6,39200.0,59850.0,High school diploma or equivalent,Construction and Extraction,5.483394554474192,51.72413793103448,4.737732656514383
        Drywall and ceiling tile installers,47-2081,line item,102200.0,104700.0,2.5,6600.0,58930.0,No formal educational credential,Construction and Extraction,5.309198318627637,48.93899204244031,0.7976794778825236
        Tapers,47-2082,line item,15800.0,15500.0,-1.6,900.0,68270.0,No formal educational credential,Construction and Extraction,7.07766879993941,43.50132625994694,0.10877447425670776
      Electricians,47-2111,line item,821000.0,896900.0,9.2,72700.0,63190.0,High school diploma or equivalent,Construction and Extraction,6.1158026280910365,57.82493368700264,8.78656030940295
      Glaziers,47-2121,line item,59200.0,60300.0,1.9,3900.0,57080.0,High school diploma or equivalent,Construction and Extraction,4.9589124095883665,48.143236074270554,0.47135605511240025
"        Insulation workers, floor, ceiling, and wall",47-2131,line item,45100.0,46200.0,2.4,3000.0,49120.0,No formal educational credential,Construction and Extraction,3.451736282046427,48.80636604774536,0.36258158085569253
"        Insulation workers, mechanical",47-2132,line item,26700.0,28100.0,5.1,1800.0,58340.0,High school diploma or equivalent,Construction and Extraction,5.197485515204302,52.38726790450928,0.21754894851341552
"        Painters, construction and maintenance",47-2141,line item,326900.0,336700.0,3.0,24900.0,49400.0,No formal educational credential,Construction and Extraction,3.5047525277388574,49.602122015915114,3.009427121102248
        Paperhangers,47-2142,line item,2300.0,2400.0,4.3,200.0,52140.0,No formal educational credential,Construction and Extraction,4.023554360586208,51.32625994694959,0.024172105390379502
        Pipelayers,47-2151,line item,33200.0,32200.000000000004,-3.1,2100.0,49000.0,No formal educational credential,Construction and Extraction,3.429015033892528,41.511936339522535,0.25380710659898476
"        Plumbers, pipefitters, and steamfitters",47-2152,line item,510600.0,545200.0,6.8,42000.0,63800.0,High school diploma or equivalent,Construction and Extraction,6.231302306206688,54.6419098143236,5.0761421319796955
      Plasterers and stucco masons,47-2161,line item,22900.0,23600.0,2.8,1500.0,57660.0,No formal educational credential,Construction and Extraction,5.068731775665544,49.33687002652519,0.18129079042784627
      Reinforcing iron and rebar workers,47-2171,line item,16600.0,15700.0,-5.3,1000.0,58970.0,High school diploma or equivalent,Construction and Extraction,5.31677206801227,38.594164456233415,0.1208605269518975
      Roofers,47-2181,line item,166900.0,175600.0,5.3,12000.0,55440.0,No formal educational credential,Construction and Extraction,4.6483886848184195,52.652519893899196,1.4503263234227701
      Sheet metal workers,47-2211,line item,131100.0,134400.0,2.5,9800.0,61800.0,High school diploma or equivalent,Construction and Extraction,5.852614836975045,48.93899204244031,1.1844331641285957
      Structural iron and steel workers,47-2221,line item,68300.0,70400.0,3.1,5900.0,62780.0,High school diploma or equivalent,Construction and Extraction,6.03817169689855,49.734748010610076,0.7130771090161953
      Solar photovoltaic installers,47-2231,line item,31100.0,42400.0,36.5,4200.0,53140.0,High school diploma or equivalent,Construction and Extraction,4.21289809520203,94.03183023872678,0.5076142131979695
"      Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,line item,14100.0,12500.0,-11.7,1100.0,47550.0,No formal educational credential,Construction and Extraction,3.154466618699587,30.106100795755964,0.13294657964708728
      Helpers--carpenters,47-3012,line item,21900.0,21500.0,-1.7,2000.0,43780.0,No formal educational credential,Construction and Extraction,2.44064073919794,43.36870026525198,0.241721053903795
      Helpers--electricians,47-3013,line item,65000.0,65400.00000000001,0.6,6100.0,42670.0,High school diploma or equivalent,Construction and Extraction,2.230469193774378,46.41909814323607,0.7372492144065749
"      Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,line item,7600.0,7700.0,1.5,700.0,40470.0,No formal educational credential,Construction and Extraction,1.8139129776195706,47.61273209549071,0.08460236886632826
"      Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,line item,45300.0,46400.0,2.4,4400.0,42360.0,High school diploma or equivalent,Construction and Extraction,2.1717726360434733,48.80636604774536,0.5317863185883491
      Helpers--roofers,47-3016,line item,6100.0,6100.0,-0.1,600.0,44160.0,No formal educational credential,Construction and Extraction,2.512591358351952,45.490716180371344,0.0725163161711385
"      Helpers, construction trades, all other",47-3019,line item,25200.0,24900.0,-1.0,2300.0,42670.0,No formal educational credential,Construction and Extraction,2.230469193774378,44.29708222811671,0.27797921198936426
      Construction and building inspectors,47-4011,line item,153900.0,153900.0,0.0,14800.0,74690.0,High school diploma or equivalent,Construction and Extraction,8.293255576172985,45.623342175066306,1.7887357988880832
      Elevator and escalator installers and repairers,47-4021,line item,24700.0,26100.0,5.7,1900.0,109910.0,High school diploma or equivalent,Construction and Extraction,14.961941909342219,53.183023872679044,0.22963500120860525
      Fence erectors,47-4031,line item,30600.0,32299.999999999996,5.6,2500.0,47980.0,No formal educational credential,Construction and Extraction,3.2358844245843907,53.05039787798408,0.30215131737974377
      Hazardous materials removal workers,47-4041,line item,52700.0,53500.0,1.5,4300.0,49450.0,High school diploma or equivalent,Construction and Extraction,3.5142197144696485,47.61273209549071,0.5197002658931593
      Highway maintenance workers,47-4051,line item,161800.0,167300.0,3.4,11800.0,50260.0,High school diploma or equivalent,Construction and Extraction,3.6675881395084637,50.132625994694955,1.4261542180323905
      Rail-track laying and maintenance equipment operators,47-4061,line item,17400.0,17700.0,1.5,1200.0,70070.0,High school diploma or equivalent,Construction and Extraction,7.418487522247889,47.61273209549071,0.145032632342277
      Septic tank servicers and sewer pipe cleaners,47-4071,line item,31900.0,34400.0,7.8,2800.0,49880.0,High school diploma or equivalent,Construction and Extraction,3.5956375203544515,55.9681697612732,0.338409475465313
      Miscellaneous construction and related workers,47-4090,line item,29500.0,30600.0,3.9,2400.0,49910.0,High school diploma or equivalent,Construction and Extraction,3.601317832392926,50.79575596816975,0.290065264684554
"        Derrick operators, oil and gas",47-5011,line item,10700.0,10900.0,1.6,900.0,58620.0,No formal educational credential,Construction and Extraction,5.250501760896732,47.745358090185675,0.10877447425670776
"        Rotary drill operators, oil and gas",47-5012,line item,12700.0,12900.0,0.8,1100.0,67890.0,No formal educational credential,Construction and Extraction,7.005718180785397,46.68435013262599,0.13294657964708728
"        Service unit operators, oil and gas",47-5013,line item,43800.0,44300.0,1.1,3800.0,58160.0,No formal educational credential,Construction and Extraction,5.163403642973454,47.08222811671087,0.4592700024172105
"        Excavating and loading machine and dragline operators, surface mining",47-5022,line item,34700.0,35000.0,1.0,2400.0,57430.0,High school diploma or equivalent,Construction and Extraction,5.025182716703904,46.94960212201591,0.290065264684554
"        Earth drillers, except oil and gas",47-5023,line item,19500.0,20200.0,3.6,1400.0,60190.0,High school diploma or equivalent,Construction and Extraction,5.547771424243572,50.397877984084886,0.1692047377326565
"      Explosives workers, ordnance handling experts, and blasters",47-5032,line item,5200.0,5200.0,0.0,400.0,61390.0,High school diploma or equivalent,Construction and Extraction,5.774983905782557,45.623342175066306,0.048344210780759005
        Continuous mining machine operators,47-5041,line item,14000.0,14400.0,3.2,1400.0,61810.0,No formal educational credential,Construction and Extraction,5.854508274321202,49.86737400530504,0.1692047377326565
